ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
UHPZ,UHME,UHPZ | Каменское,UHME | Залив Креста,827
UHPZ,UESU,UHPZ | Каменское,UESU | ZKP | Зырянка,827
UHPZ,UHMK,UHPZ | Каменское,UHMK | KPW | Кепервеем,599
UHPZ,UHMM,UHPZ | Каменское,UHMM | GDX | Магадан | Сокол,877
UHPZ,UHPN,UHPZ | Каменское,UHPN | Манилы,44
UHPZ,UHMO,UHPZ | Каменское,UHMO | KVM | Марково | Марково,321
UHPZ,UHPM,UHPZ | Каменское,UHPM | Мильково,973
UHPZ,UHPX,UHPZ | Каменское,UHPX | Никольское,812
UHPZ,UHMN,UHPZ | Каменское,UHMN | Омолон,414
UHPZ,UHMF,UHPZ | Каменское,UHMF | Омсукчан,538
UHPZ,UHPD,UHPZ | Каменское,UHPD | Оссора,399
UHPZ,UHPL,UHPZ | Каменское,UHPL | Палана,509
UHPZ,UHPA,UHPZ | Каменское,UHPA | Пахачи,263
UHPZ,UHMP,UHPZ | Каменское,UHMP | PWE | Певек,838
UHPZ,UHMW,UHPZ | Каменское,UHMW | SWV | Северо-Эвенск,367
UHPZ,UHMS,UHPZ | Каменское,UHMS | Сеймчан,705
UHPZ,UESK,UHPZ | Каменское,UESK | SEK | Среднеколымск,808
UHPZ,UHPG,UHPZ | Каменское,UHPG | Тигиль,666
UHPZ,UHPT,UHPZ | Каменское,UHPT | Тиличики,232
UHPZ,UHPK,UHPZ | Каменское,UHPK | Усть-Камчатск,721
UHPZ,UHPU,UHPZ | Каменское,UHPU | Усть-Хайрюзово,798
UHPZ,UESS,UHPZ | Каменское,UESS | CYX | Черский,733
UNEE,UNAA,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNAA | ABA | Абакан,381
UNEE,UNIB,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNIB | Байкит,928
UNEE,UNBB,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNBB | BAX | Барнаул | Имени Германа Титова,269
UNEE,UIBB,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UIBB | BTK | Братск,982
UNEE,UNBG,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNBG | RGK | Горно-Алтайск,367
UNEE,UNII,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNII | EIE | Енисейск,510
UNEE,UNKI,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNKI | Кодинск,867
UNEE,UNKL,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNKL | KJA | Красноярск | Емельяново,413
UNEE,UNKY,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNKY | KYZ | Кызыл,680
UNEE,UNIM,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNIM | Мотыгино,619
UNEE,USNN,UNEE | KEJ | Кемерово | Имени Алексея Леонова,USNN | NJC | Нижневартовск | Нижневартовск,848
UNEE,UNWW,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNWW | NOZ | Новокузнецк | Спиченково,169
UNEE,UNNT,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNNT | OVB | Новосибирск | Толмачёво,225
UNEE,UNOO,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNOO | OMS | Омск Центральный,816
UNEE,UNIP,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNIP | TGP | Подкаменная Тунгуска,739
UNEE,UNIS,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNIS | Северо-Енисейск,700
UNEE,USDO,UNEE | KEJ | Кемерово | Имени Алексея Леонова,USDO | Толька,997
UNEE,UNTT,UNEE | KEJ | Кемерово | Имени Алексея Леонова,UNTT | TOF | Томск | Богашёво,136
UHMK,UHMA,UHMK | KPW | Кепервеем,UHMA | DYR | Анадырь | Угольный,624
UHMK,UESG,UHMK | KPW | Кепервеем,UESG | BGN | Белая Гора,825
UHMK,UHMR,UHMK | KPW | Кепервеем,UHMR | Беринговский,810
UHMK,UHME,UHMK | KPW | Кепервеем,UHME | Залив Креста,660
UHMK,UESU,UHMK | KPW | Кепервеем,UESU | ZKP | Зырянка,708
UHMK,UHPZ,UHMK | KPW | Кепервеем,UHPZ | Каменское,599
UHMK,UHPN,UHMK | KPW | Кепервеем,UHPN | Манилы,598
UHMK,UHMO,UHMK | KPW | Кепервеем,UHMO | KVM | Марково | Марково,403
UHMK,UEMA,UHMK | KPW | Кепервеем,UEMA | MQJ | Мома,997
UHMK,UHMN,UHMK | KPW | Кепервеем,UHMN | Омолон,382
UHMK,UHMF,UHMK | KPW | Кепервеем,UHMF | Омсукчан,771
UHMK,UHPD,UHMK | KPW | Кепервеем,UHPD | Оссора,973
UHMK,UHPA,UHMK | KPW | Кепервеем,UHPA | Пахачи,825
UHMK,UHMP,UHMK | KPW | Кепервеем,UHMP | PWE | Певек,280
UHMK,UHMW,UHMK | KPW | Кепервеем,UHMW | SWV | Северо-Эвенск,736
UHMK,UHMS,UHMK | KPW | Кепервеем,UHMS | Сеймчан,838
UHMK,UESK,UHMK | KPW | Кепервеем,UESK | SEK | Среднеколымск,527
UHMK,UHPT,UHMK | KPW | Кепервеем,UHPT | Тиличики,831
UHMK,UESS,UHMK | KPW | Кепервеем,UESS | CYX | Черский,221
UHMK,UESO,UHMK | KPW | Кепервеем,UESO | CKH | Чокурдах,781
UIKK,UERA,UIKK | KCK | Киренск,UERA | Айхал,930
UIKK,UNIB,UIKK | KCK | Киренск,UNIB | Байкит,787
UIKK,UIKB,UIKK | KCK | Киренск,UIKB | ODO | Бодайбо,367
UIKK,UIBB,UIKK | KCK | Киренск,UIBB | BTK | Братск,416
UIKK,UNIW,UIKK | KCK | Киренск,UNIW | Ванавара,437
UIKK,UENI,UIKK | KCK | Киренск,UENI | VHV | Верхневилюйск,918
UIKK,UENW,UIKK | KCK | Киренск,UENW | VYI | Вилюйск,994
UIKK,UNII,UIKK | KCK | Киренск,UNII | EIE | Енисейск,940
UIKK,UIKE,UIKK | KCK | Киренск,UIKE | ERG | Ербогачен,390
UIKK,UIII,UIKK | KCK | Киренск,UIII | IKT | Иркутск,655
UIKK,UNKI,UIKK | KCK | Киренск,UNKI | Кодинск,533
UIKK,UNKL,UIKK | KCK | Киренск,UNKL | KJA | Красноярск | Емельяново,961
UIKK,UERL,UIKK | KCK | Киренск,UERL | ULK | Ленск | Ленск,506
UIKK,UERR,UIKK | KCK | Киренск,UERR | MJZ | Мирный,625
UIKK,UNIM,UIKK | KCK | Киренск,UNIM | Мотыгино,787
UIKK,UIUN,UIKK | KCK | Киренск,UIUN | Нижнеангарск,238
UIKK,UENN,UIKK | KCK | Киренск,UENN | NYR | Нюрба,833
UIKK,UEMO,UIKK | KCK | Киренск,UEMO | OLZ | Олёкминск,767
UIKK,UERP,UIKK | KCK | Киренск,UERP | PYJ | Полярный,983
UIKK,UNIS,UIKK | KCK | Киренск,UNIS | Северо-Енисейск,907
UIKK,UENS,UIKK | KCK | Киренск,UENS | SUY | Сунтар,725
UIKK,UIKG,UIKK | KCK | Киренск,UIKG | Таксимо,445
UIKK,UECT,UIKK | KCK | Киренск,UECT | TLK | Талакан,291
UIKK,UNIT,UIKK | KCK | Киренск,UNIT | Тура-Горный,837
UIKK,UIUU,UIKK | KCK | Киренск,UIUU | UUD | Улан-Удэ | Байкал,664
UIKK,UITT,UIKK | KCK | Киренск,UITT | UKX | Усть-Кут | Усть-Кут,173
UIKK,UIAR,UIKK | KCK | Киренск,UIAR | Чара,621
UIKK,UIAA,UIKK | KCK | Киренск,UIAA | HTA | Чита | Кадала,722
USKK,ULAA,USKK | KVX | Киров | Победилово,ULAA | ARH | Архангельск | Талаги,818
USKK,UWSB,USKK | KVX | Киров | Победилово,UWSB | BWO | Балаково | Малая Быковка,746
USKK,ULWW,USKK | KVX | Киров | Победилово,ULWW | VGD | Вологда,548
USKK,UUOO,USKK | KVX | Киров | Победилово,UUOO | VOZ | Воронеж | Чертовицкое,982
USKK,USSS,USKK | KVX | Киров | Победилово,USSS | SVX | Екатеринбург | Кольцово,711
USKK,UUBW,USKK | KVX | Киров | Победилово,UUBW | ZIA | Раменское | Жуковский,753
USKK,UUBI,USKK | KVX | Киров | Победилово,UUBI | IWA | Иваново | Южный,530
USKK,USII,USKK | KVX | Киров | Победилово,USII | IJK | Ижевск,307
USKK,UWKJ,USKK | KVX | Киров | Победилово,UWKJ | JOK | Йошкар-Ола,218
USKK,UWKD,USKK | KVX | Киров | Победилово,UWKD | KZN | Казань,322
USKK,UUBC,USKK | KVX | Киров | Победилово,UUBC | KLF | Калуга | Грабцево,909
USKK,UUBA,USKK | KVX | Киров | Победилово,UUBA | KMW | Кострома | Сокеркино,496
USKK,UUOL,USKK | KVX | Киров | Победилово,UUOL | LPK | Липецк,892
USKK,USCM,USKK | KVX | Киров | Победилово,USCM | MQF | Магнитогорск,816
USKK,UUWW,USKK | KVX | Киров | Победилово,UUWW | VKO | Москва | Внуково,799
USKK,UUDD,USKK | KVX | Киров | Победилово,UUDD | DME | Москва | Домодедово,775
USKK,UUEE,USKK | KVX | Киров | Победилово,UUEE | SVO | Москва | Шереметьево,772
USKK,UWKE,USKK | KVX | Киров | Победилово,UWKE | NBC | Нижнекамск | Бегишево,367
USKK,UWGG,USKK | KVX | Киров | Победилово,UWGG | GOJ | Нижний Новгород | Стригино,419
USKK,UWOO,USKK | KVX | Киров | Победилово,UWOO | REN | Оренбург,841
USKK,UWPP,USKK | KVX | Киров | Победилово,UWPP | PEZ | Пенза,658
USKK,USPP,USKK | KVX | Киров | Победилово,USPP | PEE | Пермь | Большое Савино,397
USKK,ULPB,USKK | KVX | Киров | Победилово,ULPB | PES | Петрозаводск | Бесовец,920
USKK,UWWW,USKK | KVX | Киров | Победилово,UWWW | KUF | Самара | Курумоч,559
USKK,UWPS,USKK | KVX | Киров | Победилово,UWPS | SKX | Саранск,550
USKK,UWSG,USKK | KVX | Киров | Победилово,UWSG | Саратов | Гагарин,782
USKK,UUYY,USKK | KVX | Киров | Победилово,UUYY | SCW | Сыктывкар,360
USKK,UUOT,USKK | KVX | Киров | Победилово,UUOT | TBW | Тамбов | Донское,803
USKK,USTR,USKK | KVX | Киров | Победилово,USTR | TJM | Тюмень | Рощино,958
USKK,UWLL,USKK | KVX | Киров | Победилово,UWLL | ULV | Ульяновск | Баратаевка,476
USKK,UUYS,USKK | KVX | Киров | Победилово,UUYS | USK | Усинск,932
USKK,UWUU,USKK | KVX | Киров | Победилово,UWUU | UFA | Уфа,594
USKK,UWKS,USKK | KVX | Киров | Победилово,UWKS | CSY | Чебоксары,294
USKK,USCC,USKK | KVX | Киров | Победилово,USCC | CEK | Челябинск | Баландино,820
USKK,ULWC,USKK | KVX | Киров | Победилово,ULWC | CEE | Череповец,657
USKK,UUDL,USKK | KVX | Киров | Победилово,UUDL | IAR | Ярославль | Туношна,552
USRK,USDB,USRK | KGP | Когалым,USDB | BVJ | Бованенково,946
USRK,UUYW,USRK | KGP | Когалым,UUYW | VKT | Воркута,772
USRK,USSS,USRK | KGP | Когалым,USSS | SVX | Екатеринбург | Кольцово,983
USRK,UOII,USRK | KGP | Когалым,UOII | IAA | Игарка,817
USRK,USUU,USRK | KGP | Когалым,USUU | KRO | Курган,913
USRK,USMM,USRK | KGP | Когалым,USMM | NYM | Надым,377
USRK,USNN,USRK | KGP | Когалым,USNN | NJC | Нижневартовск | Нижневартовск,172
USRK,UNNT,USRK | KGP | Когалым,UNNT | OVB | Новосибирск | Толмачёво,923
USRK,USMU,USRK | KGP | Когалым,USMU | NUX | Новый Уренгой,443
USRK,UOOO,USRK | KGP | Когалым,UOOO | NSK | Норильск | Алыкель,983
USRK,USRO,USRK | KGP | Когалым,USRO | NOJ | Ноябрьск,116
USRK,UNOO,USRK | KGP | Когалым,UNOO | OMS | Омск Центральный,807
USRK,UNIP,USRK | KGP | Когалым,UNIP | TGP | Подкаменная Тунгуска,814
USRK,USDD,USRK | KGP | Когалым,USDD | SLY | Салехард,620
USRK,USRR,USRK | KGP | Когалым,USRR | SGC | Сургут,111
USRK,USDS,USRK | KGP | Когалым,USDS | TQL | Тарко-Сале,345
USRK,USDO,USRK | KGP | Когалым,USDO | Толька,428
USRK,UNTT,USRK | KGP | Когалым,UNTT | TOF | Томск | Богашёво,886
USRK,UOTT,USRK | KGP | Когалым,UOTT | THX | Туруханск | Туруханск,766
USRK,USTR,USRK | KGP | Когалым,USTR | TJM | Тюмень | Рощино,760
USRK,UUYS,USRK | KGP | Когалым,UUYS | USK | Усинск,934
USRK,USDM,USRK | KGP | Когалым,USDM | Утренний,983
USRK,USHH,USRK | KGP | Когалым,USHH | HMA | Ханты-Мансийск,316
USRK,USMQ,USRK | KGP | Когалым,USMQ | Ямбург,646
UNKI,UNAA,UNKI | Кодинск,UNAA | ABA | Абакан,712
UNKI,UNIB,UNKI | Кодинск,UNIB | Байкит,387
UNKI,UIKB,UNKI | Кодинск,UIKB | ODO | Бодайбо,891
UNKI,UIBB,UNKI | Кодинск,UIBB | BTK | Братск,282
UNKI,UNIW,UNKI | Кодинск,UNIW | Ванавара,277
UNKI,UNII,UNKI | Кодинск,UNII | EIE | Енисейск,407
UNKI,UIKE,UNKI | Кодинск,UIKE | ERG | Ербогачен,588
UNKI,UIII,UNKI | Кодинск,UIII | IKT | Иркутск,768
UNKI,UNEE,UNKI | Кодинск,UNEE | KEJ | Кемерово | Имени Алексея Леонова,867
UNKI,UIKK,UNKI | Кодинск,UIKK | KCK | Киренск,533
UNKI,UNKL,UNKI | Кодинск,UNKL | KJA | Красноярск | Емельяново,473
UNKI,UNKY,UNKI | Кодинск,UNKY | KYZ | Кызыл,814
UNKI,UERL,UNKI | Кодинск,UERL | ULK | Ленск | Ленск,920
UNKI,UERR,UNKI | Кодинск,UERR | MJZ | Мирный,934
UNKI,UNIM,UNKI | Кодинск,UNIM | Мотыгино,256
UNKI,UIUN,UNKI | Кодинск,UIUN | Нижнеангарск,701
UNKI,UNWW,UNKI | Кодинск,UNWW | NOZ | Новокузнецк | Спиченково,918
UNKI,UNIP,UNKI | Кодинск,UNIP | TGP | Подкаменная Тунгуска,613
UNKI,UNIS,UNKI | Кодинск,UNIS | Северо-Енисейск,404
UNKI,UIKG,UNKI | Кодинск,UIKG | Таксимо,977
UNKI,UECT,UNKI | Кодинск,UECT | TLK | Талакан,699
UNKI,UNTT,UNKI | Кодинск,UNTT | TOF | Томск | Богашёво,864
UNKI,UNIT,UNKI | Кодинск,UNIT | Тура-Горный,656
UNKI,UOTT,UNKI | Кодинск,UOTT | THX | Туруханск | Туруханск,999
UNKI,UIUU,UNKI | Кодинск,UIUU | UUD | Улан-Удэ | Байкал,912
UNKI,UITT,UNKI | Кодинск,UITT | UKX | Усть-Кут | Усть-Кут,435
UHKK,UHNA,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHNA | Аян | Мунук,674
UHKK,UHBB,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHBB | BQS | Благовещенск | Игнатьево,676
UHKK,UHNB,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHNB | BQG | Богородское,328
UHKK,UHHG,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHHG | Бомнак,726
UHKK,UHWW,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHWW | VVO | Владивосток | Кневичи,860
UHKK,UHBE,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHBE | Зея | Зея,766
UHKK,UHNN,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHNN | NLI | Николаевск-на-Амуре,398
UHKK,UHSN,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHSN | NGK | Ноглики,460
UHKK,UHSH,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHSH | OHH | Оха | Новостройка,535
UHKK,UHBW,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHBW | TYD | Тында | Тында,980
UHKK,UHHH,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHHH | KHV | Хабаровск | Новый,244
UHKK,UHNH,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHNH | Херпучи,313
UHKK,UHHY,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHHY | Чумикан,490
UHKK,UHSK,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHSK | EKS | Шахтерск,394
UHKK,UHBP,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHBP | Экимчан | Экимчан,404
UHKK,UHSM,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHSM | DEE | Южно-Курильск | Менделеево,975
UHKK,UHSS,UHKK | KXK | Комсомольск-на-Амуре | Хурба,UHSS | UUS | Южно-Сахалинск | Хомутово,578
UUBA,ULAA,UUBA | KMW | Кострома | Сокеркино,ULAA | ARH | Архангельск | Талаги,758
UUBA,UWSB,UUBA | KMW | Кострома | Сокеркино,UWSB | BWO | Балаково | Малая Быковка,789
UUBA,UUOB,UUBA | KMW | Кострома | Сокеркино,UUOB | EGO | Белгород,846
UUBA,UUBP,UUBA | KMW | Кострома | Сокеркино,UUBP | BZK | Брянск,668
UUBA,ULLK,UUBA | KMW | Кострома | Сокеркино,ULLK | Великий Новгород | Кречевицы,573
UUBA,ULWW,UUBA | KMW | Кострома | Сокеркино,ULWW | VGD | Вологда,176
UUBA,UUOO,UUBA | KMW | Кострома | Сокеркино,UUOO | VOZ | Воронеж | Чертовицкое,675
UUBA,UUBW,UUBA | KMW | Кострома | Сокеркино,UUBW | ZIA | Раменское | Жуковский,305
UUBA,UUBI,UUBA | KMW | Кострома | Сокеркино,UUBI | IWA | Иваново | Южный,95
UUBA,USII,UUBA | KMW | Кострома | Сокеркино,USII | IJK | Ижевск,756
UUBA,UWKJ,UUBA | KMW | Кострома | Сокеркино,UWKJ | JOK | Йошкар-Ола,432
UUBA,UWKD,UUBA | KMW | Кострома | Сокеркино,UWKD | KZN | Казань,561
